,CNTY_FIPS,STATE_FIPS,COUNTY_NAME,STATE_NAME,05/24/2020,05/25/2020
316,35,13,Butts,Georgia,0.5220822,0.5220822
317,39,13,Camden,Georgia,0.454863,0.454863
318,43,13,Candler,Georgia,0.3110137,0.3110137
319,45,13,Carroll,Georgia,0.74708525,0.74708525
320,47,13,Catoosa,Georgia,0.1076865,0.1076865
321,51,13,Chatham,Georgia,0.7163647000000001,0.7163647000000001
322,121,13,Fulton,Georgia,0.6903707749999999,0.6903707749999999
323,57,13,Cherokee,Georgia,0.9399269,0.9399269
324,59,13,Clarke,Georgia,0.6806315000000001,0.6806315000000001
325,63,13,Clayton,Georgia,0.4850213,0.4850213
326,65,13,Clinch,Georgia,0.4679452,0.4679452
327,67,13,Cobb,Georgia,0.7397425999999999,0.7397426
328,69,13,Coffee,Georgia,0.5279706999999999,0.5279707
329,71,13,Colquitt,Georgia,0.82064995,0.82064995
330,75,13,Cook,Georgia,0.08875052,0.08875052
331,77,13,Coweta,Georgia,0.7850775999999999,0.7850776
332,81,13,Crisp,Georgia,0.517471,0.517471
333,87,13,Decatur,Georgia,0.1969521,0.1969521
334,89,13,DeKalb,Georgia,0.6623403,0.6623403
335,91,13,Dodge,Georgia,0.3632192,0.3632192
336,95,13,Dougherty,Georgia,0.6529286999999999,0.6529287
337,97,13,Douglas,Georgia,0.6980661,0.6980661
338,99,13,Early,Georgia,0.3601096,0.3601096
339,103,13,Effingham,Georgia,0.2656438,0.2656438
340,105,13,Elbert,Georgia,0.1433087,0.1433087
341,107,13,Emanuel,Georgia,0.1993912,0.1993912
342,109,13,Evans,Georgia,0.06776629,0.06776629
343,111,13,Fannin,Georgia,0.17747939999999998,0.1774794
344,113,13,Fayette,Georgia,0.812888,0.812888
345,115,13,Floyd,Georgia,0.7021188,0.7021188
346,117,13,Forsyth,Georgia,0.7137998000000001,0.7137998
347,119,13,Franklin,Georgia,0.3206458,0.3206458
348,127,13,Glynn,Georgia,0.5823653,0.5823653
349,129,13,Gordon,Georgia,0.6426444,0.6426444
350,131,13,Grady,Georgia,0.3038605,0.3038605
351,135,13,Gwinnett,Georgia,0.69721575,0.69721575
352,137,13,Habersham,Georgia,0.3001292,0.3001292
353,139,13,Hall,Georgia,0.8109335999999999,0.8109336
354,143,13,Haralson,Georgia,0.8233790000000001,0.823379
355,151,13,Henry,Georgia,0.7400326999999999,0.7400327
356,153,13,Houston,Georgia,0.5850706999999999,0.5850707
357,155,13,Irwin,Georgia,0.1204674,0.1204674
358,157,13,Jackson,Georgia,0.12279839999999999,0.1227984
359,159,13,Jasper,Georgia,0.31940640000000003,0.3194064
360,161,13,Jeff Davis,Georgia,0.32679450000000004,0.3267945
361,163,13,Jefferson,Georgia,0.1250648,0.1250648
362,173,13,Lanier,Georgia,0.2397808,0.2397808
363,175,13,Laurens,Georgia,0.536136,0.536136
364,179,13,Liberty,Georgia,0.29972600000000005,0.299726
365,185,13,Lowndes,Georgia,0.6773306,0.6773306
366,189,13,McDuffie,Georgia,0.5899178,0.5899178
367,193,13,Macon,Georgia,0.02428393,0.02428393
368,199,13,Meriwether,Georgia,0.4962192,0.4962192
369,201,13,Miller,Georgia,0.8419726000000001,0.8419726
370,205,13,Mitchell,Georgia,0.6071233,0.6071233
371,207,13,Monroe,Georgia,0.4507397,0.4507397
372,213,13,Murray,Georgia,0.1487955,0.1487955
373,215,13,Muscogee,Georgia,0.5265286666666666,0.5265286666666666
374,217,13,Newton,Georgia,0.4860099,0.4860099
375,223,13,Paulding,Georgia,0.6907045,0.6907045
376,225,13,Peach,Georgia,0.7633973000000001,0.7633973
377,227,13,Pickens,Georgia,0.6991043,0.6991043
378,233,13,Polk,Georgia,0.8453699,0.8453699
379,235,13,Pulaski,Georgia,0.1580075,0.1580075
380,133,13,Greene,Georgia,0.3837808,0.3837808
381,243,13,Randolph,Georgia,0.1620822,0.1620822
382,245,13,Richmond,Georgia,0.7057917000000001,0.7057917000000001
383,247,13,Rockdale,Georgia,0.7580686,0.7580686
384,253,13,Seminole,Georgia,0.2298935,0.2298935
385,255,13,Spalding,Georgia,0.5782020999999999,0.5782021
386,257,13,Stephens,Georgia,0.253943,0.253943
387,261,13,Sumter,Georgia,0.5540335,0.5540335
388,275,13,Thomas,Georgia,0.6357619000000001,0.6357619
389,277,13,Tift,Georgia,0.6376295999999999,0.6376296
390,279,13,Toombs,Georgia,0.7694941999999999,0.7694942
391,281,13,Towns,Georgia,0.3263562,0.3263562
392,285,13,Troup,Georgia,0.2930415,0.2930415
393,291,13,Union,Georgia,0.5016509,0.5016509
394,293,13,Upson,Georgia,0.37228779999999995,0.3722878
395,297,13,Walton,Georgia,0.3311103,0.3311103
396,299,13,Ware,Georgia,0.5187077999999999,0.5187078
397,303,13,Washington,Georgia,0.11780819999999999,0.1178082
398,305,13,Wayne,Georgia,0.3786737,0.3786737
399,313,13,Whitfield,Georgia,0.4577691,0.4577691
